机构名称,表中文名,字段中文（可忽略）
农业农村,执业助理兽医师资格证信息,发证机关
农业农村,执业助理兽医师资格证信息,身份证件号
农业农村,执业助理兽医师资格证信息,发证日期
农业农村,执业助理兽医师资格证信息,状态
农业农村,渔业船员信息,出生日期
农业农村,渔业船员信息,地址
农业农村,渔业船员信息,签发机关
农业农村,渔业船员信息,证书有效期
农业农村,渔业船员信息,身份证号码
农业农村,渔业船员信息,状态
农业农村,渔业船员信息,签发日期
农业农村,渔业船员信息,性别
农业农村,渔业船员信息,姓名
农业农村,渔业船员信息,证书编号
人社,初中高级专业技术职务任职资格证书信息,毕业学校
人社,初中高级专业技术职务任职资格证书信息,出生年月
人社,初中高级专业技术职务任职资格证书信息,联系电话
人社,初中高级专业技术职务任职资格证书信息,发证单位
人社,初中高级专业技术职务任职资格证书信息,发证时间
人社,初中高级专业技术职务任职资格证书信息,工作单位
人社,初中高级专业技术职务任职资格证书信息,级别名称
人社,初中高级专业技术职务任职资格证书信息,取得方式
人社,初中高级专业技术职务任职资格证书信息,取得资格时间
人社,初中高级专业技术职务任职资格证书信息,所属系列
人社,初中高级专业技术职务任职资格证书信息,状态
人社,初中高级专业技术职务任职资格证书信息,所学专业
人社,初中高级专业技术职务任职资格证书信息,所在县（市、区）、市本级
人社,初中高级专业技术职务任职资格证书信息,通讯地址
人社,初中高级专业技术职务任职资格证书信息,性别
人社,初中高级专业技术职务任职资格证书信息,邮政编码
人社,初中高级专业技术职务任职资格证书信息,资格名称
人社,初中高级专业技术职务任职资格证书信息,最高学历
人社,初中高级专业技术职务任职资格证书信息,最高学位
人社,初中高级专业技术职务任职资格证书信息,证件类别
人社,初中高级专业技术职务任职资格证书信息,照片路径
人社,初中高级专业技术职务任职资格证书信息,证书查询
人社,初中高级专业技术职务任职资格证书信息,专业名称
人社,初中高级专业技术职务任职资格证书信息,在职状态
人社,初中高级专业技术职务任职资格证书信息,姓名
人社,初中高级专业技术职务任职资格证书信息,证件号码
人社,初中高级专业技术职务任职资格证书信息,证书编号
人社,全国专业技术人员计算机应用能力考试证书信息,发证单位
人社,全国专业技术人员计算机应用能力考试证书信息,发证日期
人社,全国专业技术人员计算机应用能力考试证书信息,合格科目名称
人社,全国专业技术人员计算机应用能力考试证书信息,科目序号
人社,全国专业技术人员计算机应用能力考试证书信息,姓名
人社,全国专业技术人员计算机应用能力考试证书信息,状态
人社,全国专业技术人员计算机应用能力考试证书信息,通过时间
人社,全国专业技术人员计算机应用能力考试证书信息,性别
人社,全国专业技术人员计算机应用能力考试证书信息,证件号码
人社,全国专业技术人员计算机应用能力考试证书信息,照片路径
人社,全国专业技术人员计算机应用能力考试证书信息,证书查询
人社,职称证书信息注吊销信息,姓名
人社,职称证书信息注吊销信息,证件类型
人社,职称证书信息注吊销信息,证件号码
人社,职称证书信息注吊销信息,专业技术资格名称（含等级）
人社,职称证书信息注吊销信息,证书号
人社,职称证书信息注吊销信息,注销类型
人社,职称证书信息注吊销信息,注销日期
人社,职称证书信息注吊销信息,注销机关
人社,职业技能证书信息,证书类型
人社,职业技能证书信息,性别
人社,职业技能证书信息,证件号码
人社,职业技能证书信息,证件类型
人社,职业技能证书信息,发证单位
人社,职业技能证书信息,等级
人社,职业技能证书信息,职业方向
人社,职业技能证书信息,理论成绩
人社,职业技能证书信息,姓名
人社,职业技能证书信息,评定成绩
人社,职业技能证书信息,技能成绩
人社,职业技能证书信息,综合成绩
人社,职业技能证书信息,证书颁发日期
人社,职业技能证书信息,证书编号
人社,职业技能证书信息,职业工种
人社,专业技术人员资格考试证书信息,报考级别名称
人社,专业技术人员资格考试证书信息,报考专业名称
人社,专业技术人员资格考试证书信息,发证单位
人社,专业技术人员资格考试证书信息,考试科目
人社,专业技术人员资格考试证书信息,考试时间
人社,专业技术人员资格考试证书信息,签发时间
人社,专业技术人员资格考试证书信息,状态
人社,专业技术人员资格考试证书信息,有效年度数
人社,专业技术人员资格考试证书信息,有效期截止
人社,专业技术人员资格考试证书信息,有效期起始
人社,专业技术人员资格考试证书信息,有效期起始年度
人社,专业技术人员资格考试证书信息,证件类别
人社,专业技术人员资格考试证书信息,照片路径
人社,专业技术人员资格考试证书信息,合格年份
人社,专业技术人员资格考试证书信息,考生姓名
人社,专业技术人员资格考试证书信息,证件号码
人社,专业技术人员资格考试证书信息,证照编号
人社,专业技术人员资格考试证书信息,证照名称
人社,自主评聘单位专业技术职务聘任信息,从事专业
人社,自主评聘单位专业技术职务聘任信息,工作单位
人社,自主评聘单位专业技术职务聘任信息,级别名称
人社,自主评聘单位专业技术职务聘任信息,评聘机构名称
人社,自主评聘单位专业技术职务聘任信息,聘期（起止时间）
人社,自主评聘单位专业技术职务聘任信息,所属系列
人社,自主评聘单位专业技术职务聘任信息,所学专业
人社,自主评聘单位专业技术职务聘任信息,所在地市、省级主管部门
人社,自主评聘单位专业技术职务聘任信息,所在县（市、区）、市本级
人社,自主评聘单位专业技术职务聘任信息,性别
人社,自主评聘单位专业技术职务聘任信息,最高学历
人社,自主评聘单位专业技术职务聘任信息,最高学位
人社,自主评聘单位专业技术职务聘任信息,证件类型
人社,自主评聘单位专业技术职务聘任信息,在职状态
人社,自主评聘单位专业技术职务聘任信息,聘任职务名称
人社,自主评聘单位专业技术职务聘任信息,姓名
人社,自主评聘单位专业技术职务聘任信息,证件号码
人社,自主评聘单位专业技术职务聘任信息,职务聘任时间
市监,执业药师注册证信息,资格证书号
市监,执业药师注册证信息,发证日期
市监,执业药师注册证信息,发证机关
市监,执业药师注册证信息,有效期起
市监,执业药师注册证信息,有效期止
市监,执业药师注册证信息,身份证号
市监,执业药师注册证信息,姓名
市监,执业药师注册证信息,执业地区
市监,执业药师注册证信息,证书状态
市监,执业药师注册证信息,执业范围
市监,执业药师注册证信息,执业类型
市监,执业药师注册证信息,执业单位
水利,水利证书信息,证书类型
水利,水利证书信息,企业名称
水利,水利证书信息,证书有效期
水利,水利证书信息,性别
水利,水利证书信息,身份证
水利,水利证书信息,是否申领
水利,水利证书信息,姓名
水利,水利证书信息,注册发证时间
水利,水利证书信息,证书编号
司法,港澳律师担任内地律师事务所法律顾问核准信息,申请时间
司法,港澳律师担任内地律师事务所法律顾问核准信息,姓名
司法,港澳律师担任内地律师事务所法律顾问核准信息,性别
司法,港澳律师担任内地律师事务所法律顾问核准信息,出生日期
司法,港澳律师担任内地律师事务所法律顾问核准信息,民族
司法,港澳律师担任内地律师事务所法律顾问核准信息,资格证书
司法,港澳律师担任内地律师事务所法律顾问核准信息,文化程度
司法,港澳律师担任内地律师事务所法律顾问核准信息,党派
司法,港澳律师担任内地律师事务所法律顾问核准信息,身份证号
司法,港澳律师担任内地律师事务所法律顾问核准信息,户籍所在地
司法,港澳律师担任内地律师事务所法律顾问核准信息,港澳律师事务所名称
